domain,value
general,2.584963
general,2.521641
general,3
general,2.75
general,3.121928
general,2.235926
general,3
general,2.75
general,3
general,2.663533
general,2.521641
general,2.584963
general,2.058814
general,3.169925
general,3.169925
general,2.725481
general,2.646439
general,2.584963
general,2.807355
general,3.169925
general,2.75
general,2.75
general,3.169925
general,2.584963
general,2.584963
general,3.169925
general,2.75
general,2.584963
general,2.521641
general,3.277613
general,3
general,3.277613
general,2.521641
general,2.75
general,2.75
general,2.5
general,2.641604
general,2.75
general,3
general,2.725481
general,1.918296
general,2.75
general,1.584963
general,2.947703
general,3
general,1.918296
general,2.321928
general,2.947703
general,2.921928
general,3.238901
general,2.807355
general,1.792481
general,3
general,1.918296
general,2.251629
general,3
general,1.811278
general,3.169925
general,3.321928
general,2.5
general,2.5
general,2.584963
general,2.521641
general,2.807355
general,2.75
general,2.584963
general,3.251629
general,2.5
general,1.251629
general,2.584963
general,2.584963
general,3.095795
general,2.251629
general,2.921928
general,2.521641
general,2.5
general,2.807355
general,2.368523
general,2.5
general,3.169925
general,2.251629
general,2.521641
general,1
general,2.251629
general,3
general,2.725481
general,2.155639
general,2.251629
general,2.584963
general,3.584963
general,2.251629
general,2.75
general,1.548795
general,2.947703
general,2.251629
general,2.584963
general,2.947703
general,2.584963
general,2.584963
general,3
general,3
general,2.251629
general,2.75
general,3.169925
general,3.095795
general,2.584963
general,2.584963
general,0
general,2.584963
general,1.584963
general,2.251629
general,2.75
general,2.807355
general,1.584963
general,2.75
general,2.521641
general,3.546594
general,2.807355
general,2.584963
general,3
general,2.584963
general,2.584963
general,3.321928
general,3.095795
general,2.405639
general,2.235926
general,2.947703
general,3.169925
general,3.169925
general,3.169925
general,2.725481
general,2.75
general,2.947703
general,3
general,3
general,2.235926
general,2.5
general,2.584963
general,0.918296
general,3.277613
general,2.251629
general,2.251629
general,2.584963
general,2.584963
general,2.25
general,1.918296
general,2
general,3
general,3
general,2.947703
general,3.277613
general,2.75
general,3
general,2.503258
general,3.095795
general,3.20282
general,2.584963
general,3
general,2.75
general,3.321928
general,1.584963
general,3
general,3.169925
general,2.807355
general,2.75
general,3.321928
general,2.75
general,2.584963
general,2.75
general,3
general,2.807355
general,2.584963
general,1.792481
general,2.807355
general,3.418296
general,2.947703
general,2.584963
general,2.584963
general,3
general,2.75
general,2.584963
general,1
general,0
general,1.918296
general,3.169925
general,2.405639
general,2.947703
general,1.5
general,2.75
general,2.128085
general,3.121928
general,3
general,2.725481
general,3.169925
general,2.75
general,2.584963
general,2.584963
general,2.75
general,2.235926
general,2.235926
general,2.584963
general,2.235926
general,2.75
general,2.5
general,2.75
general,2.251629
general,3
general,0
general,2.405639
general,2.251629
general,1.792481
general,3.321928
general,3.169925
general,2.947703
general,2.75
general,2.235926
general,3.277613
general,2.584963
general,2.155639
general,2.584963
general,2.521641
general,2.5
general,0
general,3.321928
general,0
general,2.807355
security,3.418296
security,3
security,3.260828
security,2.732159
security,2.550341
security,3.195296
security,2.947703
security,3.095795
security,3.215841
security,3.095795
security,3.260828
security,3.095795
security,3.260828
security,3.32636
security,2.97084
security,3.405822
security,3.115834
security,2.25
security,2.918296
security,2
security,2.845351
security,3.277613
security,3.392747
security,2.646439
security,3.616349
security,2.5
security,2.75
security,2.845351
security,3.095795
security,3.471354
security,3.010571
security,2.97084
security,2.75
security,2.251629
security,3.405822
security,3.084963
security,3.110578
security,3.616349
security,3.286629
security,2.5
security,2.128085
security,3.070847
security,3.471354
security,2.25
security,3.195296
security,3.405822
security,3.260828
security,3.005315
security,2.860321
security,2.663533
security,3.010571
security,3.095795
security,3.169925
security,3.277613
security,3.215841
security,3.155565
security,2.913977
security,3.095795
security,3.260828
security,3.169925
security,1.921928
security,3.115834
security,3.300559
security,3.405822
security,3.095795
security,2.947703
security,2.5
security,3.277613
security,1.5
security,2.913977
security,3.405822
security,3.084963
security,3.050302
security,2.913977
security,3.300559
security,2.807355
security,3.32636
security,3
security,3.260828
security,3.405822
security,3.300559
security,3.095795
security,3.366091
security,2.5
security,3.277613
security,3.32636
security,3.095795
security,3.095795
security,3.260828
security,3.260828
security,3.070847
security,3.300559
security,3.32636
security,3.050302
security,3.115834
security,3.215841
security,2.584963
security,2.721928
security,3.215841
security,3.215841
security,3.32636
security,3.300559
security,2.97084
security,3.32636
security,3.471354
security,3.405822
security,3.215841
security,3.195296
security,2.913977
security,3.095795
security,2.947703
security,3.300559
security,2.918296
security,3.260828
security,2.75
security,2.521641
security,3.095795
security,2.905308
security,3.32636
security,3.32636
security,3.115834
security,3.405822
security,3.070847
security,3.195296
security,3.32636
security,2.845351
security,2.913977
security,3.25
security,3.070847
security,2.607861
security,3.277613
security,3.321104
security,2.663533
security,2.947703
security,3.260828
security,2.663533
security,3.32636
security,3.405822
security,3.32636
security,3.010571
security,2.663533
security,3.260828
security,3.070847
security,2.947703
security,3.169925
security,3
security,3.378783
security,3
security,3
security,3.32782
security,2.75
security,3
security,3
security,2.5
security,2.5
security,2.75
security,2.521641
security,3
security,3
security,1
security,3
security,2.155639
security,3
security,2.75
security,2.405639
security,3
security,2.75
security,2.75
security,2.75
security,3
security,3
security,3
security,3
security,2.75
security,3
security,2.75
security,2.584963
security,3
security,3
security,3
security,3.969002
security,3
security,3
security,3
security,2.235926
security,3
security,2.75
security,2.75
security,3
security,3
security,3
security,3
security,3
security,2.5
security,3
security,2.75
security,3
security,2.5
security,3.103702
security,2.584963
security,3
security,2.75
security,2.5
security,3
security,3.024397
security,3
security,3
security,2.75
security,3
security,1.921928
security,3
security,2.75
security,3
security,2.75
security,2.584963
security,2.75
security,2.75
security,2.75
security,3
security,3
security,3
security,3
security,3
security,2.75
security,2.75
security,2.75
security,3
security,3
security,3
security,3
security,2.75
security,2.721928
security,3
security,2.75
security,3.29277
security,2.75
security,2.75
security,3.813661
security,3
security,3.456565
security,2.725481
security,2.807355
security,3
security,2.75
security,3
security,2.75
security,2.75
security,2.75
security,3
security,3.321928
security,2.75
security,3
security,3
security,2.75
security,2.75
security,2.405639
security,2.75
security,3
security,2.75
security,3
security,2.75
security,2.75
security,2.251629
security,2.75
security,2.75
security,3.725481
security,2.75
security,2.947703
security,3
security,2.75
security,2.5
security,3.740602
security,3
security,2.75
security,3
security,2.75
security,3
security,3
security,2.75
security,3
security,2.75
security,2.584963
security,2.75
security,3
security,2.75
security,3
security,2.75
security,2.419382
security,2.75
dating,2.921928
dating,3.169925
dating,3.251629
dating,3.712319
dating,2.75
dating,2.155639
dating,2.725481
dating,3
dating,2.617492
dating,2.855389
dating,2.947703
dating,3.121928
dating,3.378783
dating,3
dating,3.169925
dating,2.405639
dating,2.947703
dating,3
dating,3.277613
dating,2.321928
dating,2.725481
dating,3.584963
dating,2.75
dating,2.725481
dating,2.947703
dating,2.222192
dating,2.646439
dating,2.75
dating,2.321928
dating,2.947703
dating,3.169925
dating,2.721928
dating,3.169925
dating,2.75
dating,2.5
dating,3.251629
dating,2.807355
dating,2.75
dating,3.321928
dating,3.70044
dating,2.321928
dating,3.418296
dating,2.75
dating,3.169925
dating,2.947703
dating,2.521641
dating,3
dating,2.235926
dating,2.405639
dating,2.725481
dating,2.807355
dating,2.75
dating,3.418296
dating,2.947703
dating,2.947703
dating,2.807355
dating,2.75
dating,3.238901
dating,3
dating,2.947703
dating,2.418296
dating,2.947703
dating,3.121928
dating,3
dating,2.646439
dating,2.5
dating,3.095795
dating,3.169925
dating,2.75
dating,3.459432
dating,3.121928
dating,3
dating,2.521641
dating,2.75
dating,3.121928
dating,2.921928
dating,3.418296
dating,3.321928
dating,2.921928
dating,3.022055
dating,3.121928
dating,3.027169
dating,2.921928
dating,3.251629
dating,2.75
dating,3.169925
dating,3
dating,3.121928
dating,3.084963
dating,2.921928
dating,2.419382
dating,2.947703
dating,2.921928
dating,2.725481
dating,2.807355
dating,2.845351
dating,2.947703
dating,3.169925
dating,3.027169
dating,3
dating,3.169925
dating,2.947703
dating,3.121928
dating,2.663533
dating,3.022055
dating,3.238901
dating,3.649397
dating,3.459432
dating,3.277613
dating,2.75
dating,1.918296
dating,3.095795
dating,3.321928
dating,2.721928
dating,3.418296
dating,2.550341
dating,2.75
dating,3.169925
dating,3.121928
dating,3.251629
dating,3.546594
dating,2.921928
dating,2.75
dating,2.947703
dating,2.5
dating,2.921928
dating,3.678439
dating,3.085055
dating,3.392747
dating,3
dating,3.121928
dating,3.026987
dating,3.418296
dating,3.121928
dating,2.446439
dating,3.027169
dating,2.663533
dating,3.521641
dating,3.095795
dating,3.324863
dating,3.454041
dating,2.921928
dating,3
dating,2.75
dating,3.459432
dating,2.5
dating,2.25
dating,3.121928
dating,3.378783
dating,2.807355
dating,3.121928
dating,3
dating,3.418296
dating,3.169925
dating,2.947703
dating,2.405639
dating,2.641604
dating,2.947703
dating,2.521641
dating,3.169925
dating,3.459432
dating,2.921928
dating,2.75
dating,2.947703
dating,3.095795
dating,2.75
dating,3.121928
dating,2.921928
dating,3.418296
dating,2.725481
dating,3
dating,2
dating,2.521641
dating,2.807355
dating,2.251629
dating,2.725481
dating,2.75
dating,2.75
dating,2.75
dating,2.251629
dating,1.921928
dating,2.128085
dating,2.503258
dating,2
dating,1.918296
dating,3.169925
dating,3.169925
dating,2.405639
dating,1.5
dating,2.807355
dating,2.251629
dating,2.75
dating,2.155639
dating,2.846439
dating,2.251629
dating,3.121928
dating,1.792481
dating,2.521928
dating,2.807355
dating,1.792481
dating,3.251629
dating,2.368523
dating,2.419382
dating,2.521641
dating,2.521641
dating,2.521641
dating,2.584963
dating,2.75
dating,3.121928
dating,2.521641
dating,2.947703
dating,3
dating,2.584963
dating,3.169925
dating,1.918296
dating,3.277613
dating,2.641604
dating,2.725481
dating,2.584963
dating,2.75
dating,2.251629
dating,2
dating,2.584963
dating,3.169925
dating,2.235926
dating,2.058814
dating,1.459148
dating,2.725481
dating,2.521928
dating,3.169925
dating,3.238901
dating,2.732159
dating,2.25
dating,1.811278
dating,3.321928
dating,2.75
dating,2.947703
dating,2.807355
dating,2.521641
dating,1.842371
dating,1.918296
dating,3.169925
dating,2.128085
dating,2.251629
dating,2.75
dating,3
dating,3
dating,2.370951
dating,2.807355
dating,2.947703
dating,3
dating,2.75
dating,2.405639
dating,2.75
dating,2.521641
dating,2.807355
dating,2.584963
dating,1.918296
dating,2.725481
dating,3.027169
dating,2.947703
dating,2.807355
dating,2.521641
dating,2.521641
dating,2.521641
dating,2.521641
dating,2.251629
dating,2.641604
dating,2.646439
dating,2.521641
dating,2.251629
dating,2.75
dating,2.807355
dating,3
dating,3.026987
dating,1
dating,3
dating,3
dating,2.75
dating,2.5
dating,2.75
dating,2.405639
dating,2.75
dating,2.521928
dating,2.725481
dating,2.947703
dating,2.521928
dating,2.521641
dating,1.950212
dating,2.251629
dating,2.75
dating,2.584963
dating,2.5
dating,2.75
dating,2.584963
dating,3.121928
dating,3
dating,2.584963
dating,2.75
dating,3.169925
dating,2.947703
dating,2.75
dating,3.324863
dating,2.584963
dating,3.20282
dating,2.921928
dating,2.251629
dating,3.272906
dating,3.169925
dating,3.022055
dating,2.584963
dating,2.251629
dating,3.169925
dating,2.75
dating,2.5
dating,3.095795
dating,1.792481
dating,2.913977
dating,2.521641
dating,1.459148
dating,2.419382
dating,2.75
dating,2.913977
dating,1.918296
dating,2.5
dating,2.584963
dating,2.5
dating,2.845351
dating,1.459148
dating,2.5
dating,2.584963
dating,2.405639
dating,1.792481
dating,2.584963
dating,2.947703
dating,2.725481
dating,2.584963
dating,3.459432
dating,3.169925
dating,1.950212
dating,2.913977
dating,1.5
dating,2.155639
dating,2.807355
dating,2.584963
dating,2.807355
dating,2.947703
dating,2.921928
dating,2.913977
dating,2.921928
dating,0.918296
dating,2.913977
dating,2.725481
dating,2.75
dating,1.584963
dating,2.725481
dating,2.584963
dating,2.246439
dating,3.095795
dating,2.521641
dating,2.947703
dating,2.921928
dating,2.75
dating,2.807355
dating,2.947703
dating,1.792481
dating,2.807355
dating,2.521641
dating,1.5
dating,2.947703
dating,3
dating,2.75
dating,2.807355
dating,3.321928
dating,2.521641
dating,3.321928
dating,2.405639
dating,2.646439
dating,1.918296
dating,3.095795
dating,2
dating,3.095795
dating,2.921928
dating,2.521641
dating,3.121928
dating,2.921928
dating,2.947703
dating,3
dating,2.235926
dating,2.846439
dating,3
dating,2.807355
dating,1.548795
dating,2.584963
dating,2.807355
dating,2.947703
dating,3.251629
dating,3
dating,2.725481
dating,2.584963
dating,2.251629
dating,2.725481
dating,2.25
dating,2.807355
dating,2.155639
dating,1.5
dating,2.521641
dating,2.725481
dating,3.095795
dating,3.121928
dating,2.947703
dating,3.121928
dating,2.5
dating,3.169925
dating,2.584963
dating,2.921928
dating,1.5
dating,2.419382
dating,2.550341
dating,2.521641
dating,2.251629
dating,2.584963
dating,3.121928
dating,2.521641
dating,2.75
dating,3
dating,1
dating,2.251629
dating,2.807355
dating,2.947703
dating,1.5
dating,2.251629
dating,2.251629
dating,2.521641
dating,2.251629
dating,3.026987
dating,2.446439
dating,3.321928
dating,3.169925
dating,2.921928
dating,2.251629
dating,2.807355
dating,2.128085
dating,2.584963
dating,2.75
dating,2
dating,2.521641
dating,2.521641
dating,2.584963
dating,2.25
dating,1.584963
dating,2.921928
dating,1.921928
dating,3.235926
dating,2.921928
dating,2.913977
dating,3.095795
dating,2.235926
dating,3
dating,2.584963
dating,2.947703
dating,3.251629
dating,2.807355
dating,2.503258
dating,2.947703
dating,3
dating,2.807355
dating,2.251629
dating,2.855389
dating,2.521641
dating,2.646439
dating,3.189898
dating,2.846439
dating,2.947703
dating,3.418296
dating,3.277613
dating,2.521641
dating,2.725481
dating,3.238901
dating,3.169925
dating,2.725481
dating,2.584963
dating,2.807355
dating,2.5
dating,3.121928
dating,2.251629
dating,3.235926
dating,2.235926
dating,2.75
dating,2.947703
dating,2.947703
dating,2.725481
dating,2.947703
dating,3.392747
dating,3.584963
dating,2.521641
dating,2.807355
dating,2.521641
dating,2.235926
dating,2.725481
dating,3.546594
dating,2.721928
dating,2.584963
dating,2.921928
dating,2.251629
dating,3.121928
dating,3.392747
dating,2.235926
dating,2.921928
dating,2.846439
dating,2.725481
dating,3.277613
dating,2.947703
dating,3
dating,2.921928
dating,3.277613
dating,3.084963
dating,2.521641
dating,3.169925
dating,2.807355
dating,2.521641
dating,2.251629
dating,2.807355
dating,1.584963
dating,2.5
dating,1.521928
dating,2.584963
dating,2.584963
dating,3.093069
dating,3
dating,3.378783
dating,2.947703
dating,2.807355
dating,2.921928
dating,2.75
dating,2.792481
dating,2.521641
dating,2.584963
dating,2.918296
dating,3.121928
dating,2.584963
dating,2.004886
dating,2.725481
dating,2.251629
dating,2.584963
dating,2.405639
dating,3.169925
dating,2.251629
dating,2.5
dating,3.251629
dating,2.521641
dating,2.521641
dating,2.128085
dating,2.725481
dating,2.807355
dating,3.085055
dating,2.646439
dating,3.277613
dating,2.807355
dating,1.950212
dating,2.446439
dating,3
dating,1.842371
dating,2.246439
dating,3.121928
dating,2.75
dating,2.251629
dating,2.947703
dating,2.584963
dating,2.947703
dating,3.169925
dating,2.251629
dating,3.095795
dating,3.169925
dating,2.128085
dating,3
dating,2.251629
dating,2.947703
dating,2.521641
dating,2.646439
dating,2.807355
dating,2.251629
dating,2.5
dating,1.918296
dating,3.277613
dating,2.75
dating,2.235926
dating,1.921928
dating,2.75
dating,2.913977
dating,1.918296
dating,3.121928
dating,2.845351
dating,2.128085
dating,3.251629
dating,2.584963
dating,3.084963
dating,3.321928
dating,3.238901
dating,2.807355
dating,3.321928
dating,2.5
dating,2.584963
dating,2.5
dating,2.725481
dating,2.845351
dating,2.725481
dating,2.128085
dating,2.807355
dating,2.251629
dating,2.807355
dating,2.947703
dating,2.807355
dating,2.584963
dating,2.521641
dating,2.950212
dating,2.503258
dating,2.584963
dating,2.5
dating,2.75
dating,2.807355
dating,2.807355
dating,2.5
dating,2.5
dating,2.5
dating,3.121928
dating,2.521641
dating,2.75
dating,3.095795
dating,2.75
dating,2.584963
dating,2.503258
dating,3.095795
dating,2.807355
dating,2.113283
dating,2.725481
dating,2.584963
dating,3
dating,3.238901
dating,2.921928
dating,2.947703
dating,3.169925
dating,2.584963
dating,2.75
dating,2.584963
dating,3.022055
dating,3.095795
dating,3.121928
dating,3.182006
dating,3.277613
dating,2.807355
dating,3
dating,3.392747
dating,3.169925
dating,1.521928
dating,2.584963
dating,2.584963
dating,2.321928
dating,3.084963
dating,2.641604
dating,2.75
dating,1.921928
dating,2.368523
dating,2.251629
dating,2.155639
dating,2.807355
dating,3.418296
dating,3
dating,2.641604
dating,2.521641
dating,2.807355
dating,2.807355
dating,2.446439
dating,2.235926
dating,1.792481
dating,3.056565
dating,1.918296
dating,2.947703
dating,2.646439
dating,2.459148
dating,2.846439
dating,3.235926
dating,3.095795
dating,3.026987
dating,2.521641
dating,2.235926
dating,2.521641
dating,2.235926
dating,2.807355
dating,3.321928
dating,1.921928
dating,3.169925
dating,2.807355
dating,2.845351
dating,2.503258
dating,3.238901
dating,2.78845
dating,2.521641
dating,2.918296
gaming,2.251629
gaming,2.947703
gaming,3
gaming,1.950212
gaming,3.121928
gaming,2.521641
gaming,2
gaming,3.277613
gaming,2.584963
gaming,2.251629
gaming,2.251629
gaming,2.75
gaming,2
gaming,3
gaming,2.807355
gaming,2.584963
gaming,3.169925
gaming,2.663533
gaming,3
gaming,2.5
gaming,3.277613
gaming,2.25
gaming,2.521641
gaming,3.277613
gaming,2.947703
gaming,2.584963
gaming,2.732159
gaming,2
gaming,3
gaming,2.921928
gaming,2.807355
gaming,2
gaming,2.807355
gaming,2.873141
gaming,2.128085
gaming,2.646439
gaming,1.905639
gaming,2.405639
gaming,2.921928
gaming,2.75
gaming,2.584963
gaming,3
gaming,2.815072
gaming,1.918296
gaming,2.25
gaming,3.095795
gaming,3
gaming,2.5
gaming,2.321928
gaming,2.947703
gaming,2.251629
gaming,2.807355
gaming,3.251629
gaming,1.918296
gaming,3
gaming,2.807355
gaming,2.584963
gaming,1.459148
gaming,3.169925
gaming,2.251629
gaming,2.235926
gaming,2.75
gaming,2.921928
gaming,2.663533
gaming,1.584963
gaming,1.811278
gaming,0.811278
gaming,2.321928
gaming,2.521641
gaming,2.584963
gaming,2.251629
gaming,2.155639
gaming,2.251629
gaming,3
gaming,2.921928
gaming,3.180833
gaming,2.521641
gaming,2.584963
gaming,1.918296
gaming,3.169925
gaming,3.169925
gaming,1.792481
gaming,2.5
gaming,2.251629
gaming,3.121928
gaming,2.251629
gaming,2.75
gaming,2.921928
gaming,3.418296
gaming,2.807355
gaming,2.5
gaming,2.663533
gaming,2.947703
gaming,3.169925
gaming,2.5
gaming,3.084963
gaming,3
gaming,2.584963
gaming,2.807355
gaming,2.155639
gaming,2.5
gaming,2.128085
gaming,2.235926
gaming,2.947703
gaming,2.75
gaming,2.584963
gaming,2.503258
gaming,0
gaming,2.128085
gaming,2.75
gaming,3
gaming,2.5
gaming,2.75
gaming,0.811278
gaming,2.5
gaming,0
gaming,3.418296
gaming,3
gaming,2.913977
gaming,2.584963
gaming,3
gaming,1.842371
gaming,2.947703
gaming,3
gaming,2.405639
gaming,2.419382
gaming,1.584963
gaming,2.584963
gaming,1.918296
gaming,3.121928
gaming,2.521641
gaming,3
gaming,3
gaming,2.246439
gaming,1.584963
gaming,2.75
gaming,2.721928
gaming,2.725481
gaming,2.5
gaming,2.584963
gaming,2.503258
gaming,2.521641
gaming,3.459432
gaming,3
gaming,2.321928
gaming,2.646439
gaming,2.419382
gaming,2.947703
gaming,3.084963
gaming,3.251629
gaming,2.721928
gaming,2.251629
gaming,2.251629
gaming,2.521641
gaming,3.169925
gaming,2.5
gaming,2.75
gaming,2.235926
gaming,2.947703
gaming,2.947703
gaming,2.646439
gaming,1.846439
gaming,2.75
gaming,2.405639
gaming,2.807355
gaming,1.5
gaming,2.521641
gaming,2.5
gaming,1.584963
gaming,3.121928
gaming,2
gaming,3.121928
gaming,3.121928
gaming,2.521641
gaming,2.75
gaming,3.169925
gaming,3.169925
gaming,2.251629
gaming,2.75
gaming,3.121928
gaming,2.75
gaming,3
gaming,1.867634
gaming,2.75
gaming,2
gaming,2.251629
gaming,2.521641
gaming,2.25
gaming,2.584963
gaming,2
gaming,2.584963
gaming,2.251629
gaming,2.725481
gaming,2.75
gaming,2.584963
gaming,2.5
gaming,2.947703
gaming,2.947703
gaming,2.594907
gaming,3.169925
gaming,2.521641
gaming,2.235926
gaming,2.155639
gaming,3.169925
gaming,2.584963
gaming,3.169925
gaming,2.235926
gaming,2.251629
gaming,2.405639
gaming,2.251629
gaming,3.095795
gaming,2.321928
gaming,0
gaming,2.251629
gaming,3.169925
gaming,2.5
gaming,2.188722
gaming,2.921928
gaming,2.807355
gaming,2.584963
gaming,1
gaming,1.918296
gaming,2.584963
gaming,2.584963
gaming,2.5
gaming,2.584963
gaming,3.169925
gaming,2.321928
gaming,3.182006
gaming,2.75
gaming,1.584963
gaming,2.584963
gaming,2
gaming,2.521641
gaming,1.905639
gaming,2.725481
gaming,2
gaming,2.75
gaming,1.584963
gaming,3.584963
gaming,2.75
gaming,2.75
gaming,1
gaming,3.616875
gaming,0
gaming,1.918296
gaming,2
gaming,3.095795
gaming,1.836592
gaming,2.25
gaming,2.725481
gaming,1.918296
gaming,2.5
gaming,2.75
gaming,2.921928
gaming,2
gaming,2.807355
gaming,2.521641
gaming,2.75
gaming,0
gaming,2.251629
gaming,3.121928
gaming,2.947703
gaming,1.921928
gaming,2.75
gaming,1.75
gaming,2.405639
gaming,3.169925
gaming,2
gaming,2.75
gaming,2.521641
gaming,2.405639
gaming,2.921928
gaming,2.807355
gaming,2.521641
gaming,2.947703
gaming,2.584963
gaming,2.521641
gaming,2.807355
gaming,3.169925
gaming,2.807355
gaming,2.75
gaming,2.251629
gaming,3.121928
gaming,2.75
gaming,2.446439
gaming,2.75
gaming,0.503258
gaming,2.235926
gaming,2.5
gaming,2.251629
gaming,2.584963
gaming,2.921928
gaming,2.807355
gaming,1.584963
gaming,1.584963
gaming,2.5
gaming,2.405639
gaming,2.521641
gaming,2.113283
gaming,2.5
gaming,3
gaming,3
gaming,2.251629
gaming,2.521641
gaming,2.75
gaming,2.446439
gaming,2.584963
gaming,2.251629
gaming,2.19716
gaming,0.811278
gaming,2.807355
gaming,2.521641
gaming,2.845351
gaming,2.807355
gaming,3
gaming,2.913977
gaming,2.807355
gaming,3.169925
gaming,1.792481
gaming,2.947703
gaming,3
gaming,2.503258
gaming,2.321928
gaming,2.251629
gaming,2
gaming,1.918296
gaming,2.947703
gaming,2.251629
gaming,3.121928
gaming,3.169925
gaming,3
gaming,2.481715
gaming,2.725481
gaming,2.19716
gaming,2.251629
gaming,2.807355
gaming,2.641604
gaming,3.022055
gaming,2.584963
gaming,2.947703
gaming,3.277613
gaming,3.095795
gaming,1.905639
gaming,2.725481
gaming,2.251629
gaming,0.918296
gaming,3.251629
gaming,1.584963
gaming,3.121928
gaming,3
gaming,1.918296
gaming,2.807355
gaming,2.725481
gaming,2.5
gaming,2.75
gaming,1.584963
gaming,2.251629
gaming,2.913977
gaming,3.121928
gaming,2.251629
gaming,2.75
gaming,3.169925
gaming,2.947703
gaming,2.5
gaming,2.584963
gaming,2.521641
gaming,1.584963
gaming,2.584963
gaming,2.413088
gaming,2.947703
gaming,3.121928
gaming,2
gaming,2.521641
gaming,3
gaming,2.25
gaming,2.235926
gaming,2.918296
gaming,2.521641
gaming,2.75
gaming,2.947703
gaming,1.584963
gaming,3
gaming,2.584963
gaming,3.169925
gaming,2.807355
gaming,3.095795
gaming,3.584963
gaming,2.521641
gaming,2.646439
gaming,2.5
gaming,1.75
gaming,1.836592
gaming,2.5
gaming,3
gaming,2.913977
gaming,2.251629
gaming,1.918296
gaming,2.251629
gaming,2.947703
gaming,2.419382
gaming,3.251629
gaming,3.121928
gaming,1.5
gaming,3
gaming,3
gaming,2.921928
gaming,2.251629
gaming,2.947703
gaming,2.521641
gaming,2.688722
gaming,2.584963
gaming,3.121928
gaming,2.947703
gaming,2.75
gaming,3
gaming,2.584963
gaming,2.118078
gaming,2.419382
gaming,3
gaming,3.277613
gaming,2.521641
gaming,2.521641
gaming,2.251629
gaming,2.419382
gaming,2.419382
gaming,2.521641
gaming,2.251629
gaming,2.921928
gaming,3
gaming,2.807355
gaming,2.807355
gaming,3.459432
gaming,3.121928
gaming,2.921928
gaming,3
gaming,3.169925
gaming,1.792481
gaming,3.169925
gaming,2.75
gaming,3.251629
gaming,3.70044
gaming,2.75
gaming,2.521928
gaming,2.725481
gaming,3
gaming,2.725481
gaming,3.182006
gaming,2.521641
gaming,3.169925
gaming,3.277613
gaming,3.084963
gaming,2.521641
gaming,2.75
gaming,3.169925
gaming,2.732159
gaming,3.121928
gaming,3.392747
gaming,1.918296
gaming,2.251629
gaming,2.5
gaming,3.459432
gaming,2.75
gaming,3.022055
gaming,3.321928
gaming,3.095795
gaming,1.842371
gaming,2.521641
gaming,2.947703
gaming,2
gaming,2.446439
gaming,3
gaming,3.321928
gaming,2.725481
gaming,2.251629
gaming,2.550341
gaming,2.947703
gaming,3.169925
gaming,2.75
gaming,2.947703
gaming,2.584963
gaming,2.947703
gaming,2.947703
gaming,3.121928
gaming,3.459432
gaming,3.121928
gaming,3.169925
gaming,3.095795
gaming,1.918296
gaming,3.121928
gaming,3
gaming,2.947703
gaming,3
gaming,3.121928
gaming,2.646439
gaming,2.75
gaming,3.392747
gaming,3
gaming,3.321928
gaming,2.725481
gaming,3.418296
gaming,2.75
gaming,2.75
gaming,3.277613
gaming,2.75
gaming,2.721928
gaming,2.5
gaming,3.321928
gaming,2.646439
gaming,2.75
gaming,2.845351
gaming,2.584963
gaming,2.75
gaming,2.75
gaming,2.584963
gaming,2.913977
gaming,2.5
gaming,3
gaming,2.732159
gaming,2.75
gaming,2.235926
gaming,2.75
gaming,3.121928
gaming,1.921928
gaming,3.121928
gaming,2.913977
gaming,3.392747
gaming,3.277613
gaming,2.721928
gaming,2.368523
gaming,3.238901
gaming,3.121928
gaming,2.921928
gaming,3.169925
gaming,2.5
gaming,3.121928
gaming,2.721928
gaming,2.75
gaming,3.530493
gaming,2.75
gaming,3.169925
gaming,3.127987
gaming,2.75
gaming,2.521641
gaming,2.75
gaming,1.298795
gaming,3
gaming,2.75
gaming,1.75
gaming,2.235926
gaming,2.521641
gaming,3.321928
gaming,3.238901
gaming,3.169925
gaming,2.75
gaming,2.155639
gaming,2.947703
gaming,3
gaming,2.251629
gaming,3.095795
gaming,2.25
gaming,3.169925
gaming,3.121928
gaming,2.75
gaming,2.725481
gaming,1.75
gaming,2.921928
gaming,2.725481
gaming,2.75
gaming,3.084963
gaming,3.459432
gaming,2.75
gaming,1.905639
gaming,2.646439
gaming,2.503258
gaming,3.238901
gaming,2.5
gaming,3.121928
gaming,3.506891
gaming,3
gaming,3.584963
gaming,3.321928
gaming,2.921928
gaming,3
gaming,2.807355
gaming,2.235926
gaming,3.584963
gaming,2.521641
gaming,2.646439
gaming,2.947703
gaming,2.721928
gaming,2.75
gaming,3.546594
gaming,3
gaming,2.75
gaming,2.75
gaming,2.75
gaming,2.873141
gaming,3
gaming,2.846439
gaming,2.121928
gaming,3.169925
gaming,2.405639
gaming,2.5
gaming,3.022055
gaming,1.061278
gaming,2.155639
gaming,2.521641
gaming,2.947703
gaming,2.921928
gaming,2.725481
gaming,2.725481
gaming,3.459432
gaming,2.5
gaming,2.641604
gaming,2.947703
gaming,2.663533
gaming,2.503258
gaming,3.180833
gaming,2.584963
gaming,2.251629
gaming,2.921928
gaming,2.725481
gaming,3.084963
gaming,2.913977
gaming,2.5
gaming,1.435521
gaming,3
gaming,2.584963
gaming,2.947703
gaming,2.75
gaming,2.725481
gaming,3.180833
